기간	자치구	동	합계	합계	합계	합계	합계	농업 임업 및 어업	농업 임업 및 어업	광업	광업	제조업	제조업	전기 가스 증기 및 공기조절 공급업	전기 가스 증기 및 공기조절 공급업	수도 하수 및 폐기물 처리 원료 재생업	수도 하수 및 폐기물 처리 원료 재생업	건설업	건설업	도매 및 소매업	도매 및 소매업	운수 및 창고업	운수 및 창고업	숙박 및 음식점업	숙박 및 음식점업	정보통신업	정보통신업	금융 및 보험업	금융 및 보험업	부동산업	부동산업	전문 과학 및 기술 서비스업	전문 과학 및 기술 서비스업	사업시설 관리 사업 지원 및 임대 서비스업	사업시설 관리 사업 지원 및 임대 서비스업	공공행정 국방 및 사회보장 행정	공공행정 국방 및 사회보장 행정	교육 서비스업	교육 서비스업	보건업 및 사회복지 서비스업	보건업 및 사회복지 서비스업	예술 스포츠 및 여가관련 서비스업	예술 스포츠 및 여가관련 서비스업	협회 및 단체 수리 및 기타 개인 서비스업	협회 및 단체 수리 및 기타 개인 서비스업
2018	중구	필동	2,994	785	24,414	14,171	10,243	-	-	-	-	1,033	4,470	-	-	1	41	23	235	383	1,566	30	116	459	1,918	137	2,369	41	846	105	359	450	2,776	78	2,943	6	933	48	3,745	35	1,196	54	482	111	419
2018	중구	장충동	805	236	8,878	5,133	3,745	-	-	1	2	98	514	-	-	2	201	10	775	216	1,532	31	137	167	2,136	39	673	9	64	29	189	72	1,267	23	366	3	128	13	88	12	66	18	466	62	274
2018	중구	광희동	8,744	3,077	36,734	19,654	17,080	-	-	-	-	2,444	7,068	1	6	-	-	38	512	4,317	12,253	105	577	711	3,349	88	960	91	961	173	1,050	376	4,676	101	1,492	3	1,268	25	232	48	1,585	61	207	162	538
2018	중구	을지로동	9,028	2,021	32,091	20,460	11,631	-	-	-	-	3,545	8,974	-	-	-	-	56	301	3,598	9,987	77	413	548	1,933	131	1,185	78	1,249	197	528	425	2,667	96	2,919	4	373	19	105	44	816	60	200	150	441
2018	중구	신당5동	1,171	435	3,830	1,803	2,027	-	-	-	-	275	1,123	-	-	1	1	26	96	303	831	65	121	212	524	11	49	5	39	54	112	22	89	8	24	2	48	15	213	39	289	34	92	99	179
2018	중구	황학동	1,900	616	5,961	3,426	2,535	-	-	-	-	197	462	-	-	-	-	11	139	1,077	2,774	58	121	262	734	2	15	15	116	60	164	29	99	13	646	2	28	19	101	29	219	27	65	99	278
2018	중구	중림동	978	324	6,967	3,449	3,518	-	-	-	-	64	220	-	-	1	31	14	70	244	1,378	87	578	224	697	24	936	20	315	45	143	46	959	27	360	3	51	26	352	40	270	21	98	92	509
2018	중구	신당동	11,568	6,019	30,506	13,362	17,144	-	-	-	-	556	1,902	-	-	1	30	27	95	9,926	21,297	66	199	324	1,090	18	85	35	763	194	804	109	353	99	1,057	7	1,524	17	495	28	432	41	165	120	215
2018	중구	다산동	1,407	448	8,569	4,251	4,318	-	-	-	-	162	586	1	3	-	-	46	188	387	1,523	123	173	191	668	44	257	9	80	63	156	93	1,016	41	2,547	1	23	40	401	55	441	39	97	112	410
2018	중구	약수동	830	329	3,529	1,626	1,903	-	-	-	-	39	127	-	-	1	24	22	104	203	757	100	151	112	339	23	81	8	65	52	251	32	96	17	191	3	95	45	191	53	776	24	89	96	192
2018	중구	청구동	865	296	4,469	2,707	1,762	-	-	-	-	125	648	-	-	1	14	27	323	243	842	98	149	82	295	17	117	4	19	43	132	51	258	10	743	1	22	49	480	24	216	17	52	73	159
2018	중구	동화동	976	326	4,151	1,948	2,203	-	-	-	-	267	1,326	-	-	-	-	15	46	281	1,221	66	86	99	272	10	23	5	49	52	168	26	204	11	106	1	14	23	208	25	194	23	64	72	170
2018	용산구	소계	20,813	7,153	141,216	76,498	64,718	-	-	-	-	964	3,181	4	43	10	150	421	7,591	7,248	31,093	1,251	3,918	4,603	19,474	484	9,750	266	5,085	1,139	3,807	833	15,387	365	15,708	47	3,149	550	7,452	579	6,658	408	2,831	1,641	5,939
2018	용산구	후암동	899	342	4,221	2,224	1,997	-	-	-	-	55	145	-	-	-	-	22	161	211	678	122	132	196	562	20	436	4	17	50	80	27	65	7	913	3	102	41	241	41	363	15	126	85	200
2018	용산구	용산2가동	566	198	2,017	962	1,055	-	-	-	-	25	56	-	-	-	-	8	40	112	263	78	107	182	609	7	80	2	8	30	52	24	52	5	15	1	18	15	423	14	135	10	70	53	89
2018	용산구	남영동	1,742	643	18,339	9,590	8,749	-	-	-	-	79	344	1	37	1	14	33	1,138	452	2,609	46	1,074	506	2,135	52	1,080	59	2,428	53	195	73	3,252	68	1,928	4	66	42	279	66	460	66	532	141	768
2018	용산구	원효로2동	992	290	5,788	3,436	2,352	-	-	-	-	28	81	-	-	2	57	25	153	433	2,246	102	300	108	265	26	579	6	50	51	180	25	118	20	991	1	18	41	341	23	190	17	41	84	178
2018	용산구	효창동	433	139	2,435	1,311	1,124	-	-	-	-	15	39	-	-	-	-	23	684	94	352	71	126	52	138	15	85	3	24	26	58	14	63	10	121	1	19	33	198	30	310	12	63	34	155
2018	용산구	용문동	651	272	1,871	898	973	-	-	-	-	31	99	-	-	-	-	19	45	212	653	81	91	115	258	5	138	2	16	30	62	6	7	3	20	1	18	28	68	29	231	14	25	75	140
2018	용산구	이촌1동	810	391	3,670	1,478	2,192	-	-	-	-	5	11	-	-	-	-	16	45	221	564	22	24	188	813	5	32	20	164	93	426	13	129	3	11	3	53	51	561	59	468	21	98	90	271
2018	용산구	이촌2동	329	105	841	514	327	-	-	-	-	13	34	-	-	2	22	12	23	79	201	82	91	27	62	7	32	3	43	34	107	5	11	2	6	2	46	10	11	9	61	-	-	42	91
2018	용산구	이태원1동	1,626	689	7,600	4,130	3,470	-	-	-	-	40	87	-	-	-	-	10	47	645	1,589	32	69	630	3,242	10	56	24	104	47	132	34	167	19	110	5	1,401	8	96	23	280	17	52	82	168
2018	용산구	이태원2동	759	275	2,932	1,664	1,268	-	-	-	-	26	89	-	-	-	-	16	104	167	566	63	93	295	857	11	59	9	41	48	88	24	164	6	472	1	19	16	196	18	75	11	32	48	77
2018	용산구	서빙고동	392	131	4,748	2,940	1,808	-	-	-	-	11	41	-	-	1	3	19	934	102	1,008	62	255	53	193	9	403	5	26	26	193	17	111	7	40	2	47	23	236	9	85	7	670	39	503
2018	용산구	보광동	843	345	1,981	1,031	950	-	-	-	-	28	38	-	-	-	-	23	40	198	350	102	111	189	403	5	9	4	26	68	118	18	79	7	38	2	52	26	322	32	180	18	31	123	184
2018	용산구	청파동	1,764	640	9,011	4,281	4,730	-	-	-	-	346	1,204	1	1	-	-	25	91	341	928	126	181	400	1,043	51	449	12	86	80	153	42	667	31	326	3	34	54	2,678	38	347	41	190	173	633
2018	용산구	원효로1동	1,823	542	15,028	7,295	7,733	-	-	-	-	89	321	1	2	1	3	40	462	752	3,811	81	156	326	936	50	275	28	217	103	250	74	646	27	6,021	5	550	38	388	47	527	32	101	129	362
2018	용산구	한강로동	5,026	1,354	42,773	25,190	17,583	-	-	-	-	120	363	1	3	3	51	68	2,479	2,703	12,186	86	870	729	4,015	149	5,385	60	1,156	235	1,317	265	7,431	101	3,899	10	641	67	532	84	815	60	213	285	1,417
2018	용산구	한남동	2,158	797	17,961	9,554	8,407	-	-	-	-	53	229	-	-	-	-	62	1,145	526	3,089	95	238	607	3,943	62	652	25	679	165	396	172	2,425	49	797	3	65	57	882	57	2,131	67	587	158	703
2018	성동구	소계	27,868	8,432	174,819	100,694	74,125	1	3	-	-	4,444	27,062	13	421	31	782	666	5,790	7,385	31,602	2,629	8,653	3,836	12,442	860	10,725	314	4,131	1,371	5,520	1,447	14,631	419	18,907	47	4,471	961	11,371	748	8,539	581	2,157	2,115	7,612
2018	성동구	왕십리2동	800	303	2,850	1,239	1,611	-	-	-	-	171	613	-	-	-	-	24	137	145	382	102	182	97	246	5	12	6	58	63	192	8	108	8	51	2	22	35	265	34	306	18	51	82	225
2018	성동구	마장동	3,223	792	11,688	7,728	3,960	-	-	-	-	293	1,075	1	79	2	27	47	394	1,697	5,299	544	955	212	620	18	58	9	139	79	199	42	440	19	987	3	183	43	350	51	443	28	105	135	335
2018	성동구	사근동	1,065	354	11,260	5,529	5,731	-	-	-	-	46	178	-	-	2	4	7	19	157	523	60	97	461	1,789	25	94	7	42	50	106	33	803	19	64	3	222	46	4,849	11	2,021	60	164	78	285
2018	성동구	행당1동	1,447	571	8,796	4,163	4,633	-	-	-	-	85	243	1	1	2	191	28	311	417	1,351	103	199	307	1,355	23	213	15	138	76	267	32	190	19	102	7	2,318	73	413	73	637	40	332	146	535
2018	성동구	행당2동	595	272	2,037	835	1,202	-	-	-	-	13	29	-	-	-	-	21	62	110	311	101	111	66	222	1	1	4	41	41	223	6	13	4	16	2	52	91	542	44	248	11	38	80	128
2018	성동구	응봉동	373	137	980	479	501	-	-	-	-	10	18	-	-	1	2	15	29	66	122	98	103	38	110	2	3	1	4	23	86	1	2	1	6	2	44	40	263	18	99	10	16	47	73
2018	성동구	금호1가동	574	213	1,979	866	1,113	-	-	-	-	41	148	-	-	-	-	19	100	91	283	112	128	75	238	3	3	4	27	39	77	6	10	7	46	2	47	58	373	36	279	14	64	67	156
2018	성동구	금호4가동	660	284	1,984	906	1,078	-	-	-	-	31	89	-	-	1	2	13	124	135	380	77	91	118	306	4	6	6	62	49	131	18	51	4	8	2	23	41	247	39	244	27	52	95	168
2018	성동구	성수1가1동	1,676	458	9,046	5,367	3,679	-	-	-	-	438	2,130	-	-	1	115	30	180	358	1,674	121	193	142	418	97	1,103	11	150	98	349	142	1,075	28	263	2	19	56	492	27	182	34	408	91	295
2018	성동구	성수1가2동	2,538	656	19,778	11,756	8,022	-	-	-	-	491	2,887	2	8	6	62	85	919	529	3,807	181	1,649	368	1,175	186	2,532	24	681	115	697	218	1,768	52	2,063	3	30	68	505	36	378	41	88	133	529
2018	성동구	성수2가1동	2,542	711	18,073	11,533	6,540	-	-	-	-	660	4,318	1	1	-	-	52	422	643	3,051	166	407	354	1,041	104	2,277	9	140	90	238	125	2,724	26	1,134	5	901	33	441	45	278	48	122	181	578
2018	성동구	성수2가3동	5,663	1,243	51,092	31,587	19,505	-	-	-	-	1,484	12,163	6	21	4	22	169	2,275	1,349	8,744	389	1,622	488	1,719	315	3,875	61	1,011	237	1,669	584	5,970	129	8,152	2	65	66	642	50	391	88	288	242	2,463
2018	성동구	송정동	668	185	2,376	1,409	967	-	-	-	-	109	484	-	-	2	4	31	174	137	334	113	143	73	133	6	26	2	5	26	47	61	318	3	11	2	268	15	66	13	167	13	23	62	173
2018	성동구	용답동	1,985	555	14,081	9,140	4,941	1	3	-	-	188	1,162	2	311	9	329	43	258	696	2,807	135	2,285	253	668	29	287	91	561	80	223	70	781	46	2,953	2	52	39	237	44	444	42	80	215	640
2018	성동구	왕십리도선동	2,180	839	12,256	5,333	6,923	-	-	-	-	249	1,044	-	-	1	24	35	228	497	1,626	140	268	445	1,465	27	163	51	984	152	585	56	173	41	2,577	4	117	120	891	115	1,453	55	137	192	521
2018	성동구	금호2.3가동	1,041	477	2,798	1,157	1,641	-	-	-	-	100	280	-	-	-	-	20	57	216	476	127	142	214	488	1	6	7	40	65	135	12	57	6	30	2	48	49	189	60	541	23	74	139	235
2018	성동구	옥수동	838	382	3,745	1,667	2,078	-	-	-	-	35	201	-	-	-	-	27	101	142	432	60	78	125	449	14	66	6	48	88	296	33	148	7	444	2	60	88	606	52	428	29	115	130	273
2018	광진구	소계	24,535	8,948	127,879	69,442	58,437	1	3	-	-	1,707	7,198	3	69	16	244	784	13,397	5,889	19,023	2,519	5,828	4,764	17,023	345	3,720	235	4,739	1,275	3,725	798	4,811	451	10,213	36	2,662	1,183	14,139	909	11,615	1,033	3,862	2,587	5,608
2018	광진구	화양동	2,427	876	16,052	8,072	7,980	-	-	-	-	69	221	1	2	-	-	34	286	421	1,599	86	319	940	4,193	46	234	16	102	119	309	70	699	62	432	2	86	73	3,804	69	2,696	181	484	238	586
2018	광진구	군자동	1,565	565	9,574	5,077	4,497	-	-	-	-	125	447	-	-	-	-	37	165	353	1,654	134	583	347	1,114	37	188	20	203	76	132	40	493	33	1,616	1	20	64	1,966	62	550	64	139	172	304
2018	광진구	중곡1동	1,637	549	6,711	3,289	3,422	-	-	-	-	271	1,300	-	-	1	3	71	441	439	1,278	152	331	260	574	21	127	8	74	73	153	48	212	21	493	2	47	36	87	48	1,179	42	72	144	340
2018	광진구	중곡2동	1,653	615	6,616	3,184	3,432	-	-	-	-	173	749	-	-	-	-	74	732	347	1,161	183	277	237	610	20	79	17	124	83	129	51	225	34	957	3	62	86	324	76	760	52	103	217	324
2018	광진구	중곡3동	1,296	474	5,090	2,707	2,383	-	-	-	-	230	909	-	-	1	3	42	619	260	629	173	499	211	489	6	17	3	19	49	69	14	47	15	170	2	50	28	197	52	911	53	140	157	322
2018	광진구	중곡4동	1,545	557	4,769	2,580	2,189	-	-	-	-	191	727	-	-	1	22	52	201	332	868	318	559	210	540	3	9	6	95	51	80	11	42	16	72	3	79	67	652	62	372	53	123	169	328
2018	광진구	능동	795	271	5,787	2,892	2,895	-	-	-	-	32	148	-	-	1	18	19	119	191	950	68	161	158	681	19	166	17	452	47	87	43	236	18	292	3	74	37	1,422	28	284	48	477	66	220
2018	광진구	구의1동	1,818	683	7,397	4,291	3,106	-	-	-	-	86	315	1	1	3	26	78	857	371	912	126	185	406	1,042	31	173	20	522	114	205	127	465	34	548	5	599	71	549	54	494	89	144	202	360
2018	광진구	구의2동	1,299	459	4,925	2,575	2,350	-	-	-	-	86	425	-	-	1	85	29	264	260	973	254	452	237	618	11	73	11	255	68	112	29	200	13	82	1	19	75	466	55	562	41	105	128	234
2018	광진구	구의3동	2,728	948	15,918	9,067	6,851	1	3	-	-	49	268	-	-	2	11	69	1,771	1,121	3,035	134	925	386	1,488	51	1,017	32	367	132	877	103	781	49	2,474	1	24	189	975	88	770	94	328	227	804
2018	광진구	광장동	1,410	532	17,237	11,279	5,958	-	-	-	-	47	211	1	66	3	44	73	5,740	331	1,397	80	172	220	1,925	21	130	29	2,073	116	540	68	380	37	1,009	2	63	131	1,536	67	519	46	1,123	138	309
2018	광진구	자양1동	1,672	647	8,349	4,286	4,063	-	-	-	-	99	408	-	-	1	29	49	721	426	1,216	170	200	291	783	33	94	11	118	85	203	61	395	32	973	3	1,336	64	281	83	1,126	60	117	204	349
2018	광진구	자양2동	1,435	480	6,636	3,769	2,867	-	-	-	-	75	379	-	-	2	3	89	557	247	715	253	589	194	505	21	1,149	10	117	73	252	47	236	30	454	1	23	91	781	51	401	60	130	191	345
2018	광진구	자양3동	1,337	572	6,130	2,819	3,311	-	-	-	-	36	134	-	-	-	-	30	204	301	1,315	208	304	229	1,028	7	131	17	148	102	381	34	152	19	484	3	94	124	723	50	497	39	158	138	377
2018	광진구	자양4동	1,918	720	6,688	3,555	3,133	-	-	-	-	138	557	-	-	-	-	38	720	489	1,321	180	272	438	1,433	18	133	18	70	87	196	52	248	38	157	4	86	47	376	64	494	111	219	196	406
2018	동대문구	소계	31,878	10,575	140,748	74,303	66,445	-	-	1	1	3,297	13,543	1	2	19	148	766	5,849	10,923	31,318	3,617	6,562	4,863	14,447	254	2,119	275	4,314	1,359	4,598	630	7,073	435	8,666	50	3,443	1,000	16,243	1,031	14,494	776	2,462	2,581	5,466
2018	동대문구	회기동	1,015	406	10,087	4,832	5,255	-	-	-	-	23	59	-	-	-	-	13	43	200	627	46	55	417	1,400	12	190	10	68	27	62	22	70	16	54	2	46	54	4,096	22	2,882	61	137	90	298
2018	동대문구	휘경1동	964	357	3,824	1,828	1,996	-	-	-	-	58	206	-	-	1	2	28	133	225	1,179	87	128	218	666	15	45	2	16	61	170	17	78	27	299	1	24	39	135	41	341	37	124	107	278
2018	동대문구	휘경2동	1,193	260	5,027	2,459	2,568	-	-	-	-	38	330	-	-	1	3	24	136	141	420	590	613	128	328	6	11	3	11	52	129	8	31	9	71	7	226	47	1,171	38	1,366	22	50	79	131
2018	동대문구	청량리동	1,657	607	8,552	4,493	4,059	-	-	-	-	93	232	-	-	2	35	34	181	421	1,021	169	214	317	818	12	117	18	412	80	247	79	1,469	32	565	4	647	51	754	82	1,198	71	249	192	393
2018	동대문구	용신동	5,385	1,643	30,781	16,264	14,517	-	-	-	-	890	3,559	-	-	4	33	149	1,341	2,141	6,736	230	464	708	2,019	68	547	100	2,243	237	1,178	160	2,456	105	4,325	8	1,592	88	1,007	101	2,051	79	498	317	732
2018	동대문구	제기동	4,683	1,621	13,131	7,678	5,453	-	-	-	-	397	1,070	-	-	1	2	57	339	2,794	5,964	192	390	516	1,228	20	78	19	191	131	302	41	1,251	27	210	3	106	62	498	152	876	35	103	236	523
2018	동대문구	전농1동	2,200	850	7,834	4,117	3,717	-	-	-	-	133	469	-	-	1	1	77	410	740	2,087	233	952	422	1,536	10	119	10	59	101	160	25	106	25	211	6	142	68	364	69	666	60	152	220	400
2018	동대문구	전농2동	914	331	5,081	2,685	2,396	-	-	-	-	45	189	-	-	-	-	19	118	173	463	188	192	131	406	9	19	6	47	35	121	25	236	6	10	2	127	84	2,556	50	289	32	72	109	236
2018	동대문구	답십리1동	1,982	579	7,322	3,998	3,324	-	-	1	1	128	537	-	-	1	2	46	539	618	1,568	405	670	197	544	19	55	24	229	111	287	46	222	45	897	2	71	76	444	70	789	45	134	148	333
2018	동대문구	답십리2동	2,192	621	7,614	4,372	3,242	-	-	-	-	181	692	-	-	-	-	50	404	895	2,589	311	407	207	571	6	17	10	119	95	492	22	148	22	294	3	34	59	267	85	930	54	153	192	497
2018	동대문구	장안1동	4,498	1,326	20,754	11,401	9,353	-	-	-	-	777	3,782	1	2	4	15	130	1,437	1,437	5,062	443	1,034	550	1,730	49	796	51	768	191	929	130	769	62	1,410	6	261	76	589	113	1,114	93	319	385	737
2018	동대문구	장안2동	3,068	1,178	11,606	5,222	6,384	-	-	-	-	445	2,119	-	-	2	17	74	287	777	2,647	359	639	535	1,819	16	90	13	88	121	244	35	170	27	162	2	65	181	1,039	110	1,424	113	302	258	494
2018	동대문구	이문1동	1,416	537	6,777	3,607	3,170	-	-	-	-	45	133	-	-	1	2	45	292	248	673	178	214	416	1,122	7	21	6	54	69	141	18	63	31	157	2	78	64	3,094	60	321	61	144	165	268
2018	동대문구	이문2동	711	259	2,358	1,347	1,011	-	-	-	-	44	166	-	-	1	36	20	189	113	282	186	590	101	260	5	14	3	9	48	136	2	4	1	1	2	24	51	229	38	247	13	25	83	146
2018	중랑구	소계	28,024	9,410	103,016	53,541	49,475	-	-	1	3	3,384	15,250	6	109	23	228	912	6,006	5,296	16,071	6,550	13,092	4,152	11,212	135	1,027	162	1,800	1,085	2,921	336	1,643	321	2,853	47	3,471	936	7,773	999	11,920	940	2,484	2,739	5,153
2018	중랑구	면목2동	2,006	680	6,355	3,247	3,108	-	-	-	-	429	1,947	-	-	1	4	91	370	406	981	343	648	257	555	18	79	5	57	67	138	24	85	12	55	2	79	55	293	51	655	49	96	196	313
2018	중랑구	면목4동	1,166	407	3,853	2,103	1,750	-	-	-	-	192	802	-	-	1	1	52	255	168	388	264	826	151	293	2	4	5	32	47	121	18	64	11	24	5	70	63	395	36	312	26	95	125	171
2018	중랑구	면목5동	826	240	3,129	1,964	1,165	-	-	-	-	213	966	-	-	3	21	34	402	162	542	184	514	84	196	1	4	1	12	19	26	9	21	16	70	2	67	5	41	13	95	17	34	63	118
2018	중랑구	면목7동	1,470	546	4,514	2,069	2,445	-	-	-	-	211	920	-	-	1	8	50	166	324	773	237	375	218	551	1	1	8	145	67	183	17	56	14	186	2	21	37	197	65	530	53	126	165	276
2018	중랑구	상봉1동	1,179	403	6,352	3,340	3,012	-	-	-	-	75	576	-	-	-	-	26	367	296	999	279	1,285	139	657	6	154	9	355	56	216	9	50	24	170	1	23	57	743	54	440	31	96	117	221
2018	중랑구	상봉2동	2,079	782	9,409	5,054	4,355	-	-	-	-	219	921	-	-	1	3	53	302	411	2,251	166	375	551	1,758	23	208	24	318	93	217	37	460	44	752	3	126	33	355	57	532	168	458	196	373
2018	중랑구	중화1동	1,092	376	3,807	1,705	2,102	-	-	-	-	119	614	1	28	1	6	42	189	198	649	258	286	96	233	8	142	4	28	53	115	17	65	13	47	2	27	72	588	47	510	21	45	140	235
